Nume,Descriere,Categorie,Pret,Cost,Vanzare_ok,Achizitie_ok,Unitate,Unitate_achizitie,Cod_bare,SKU,Taxe,Taxe_achizitie,Tip_produs
GARNITURA 3/4 INCH_GROSIME 3,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,EVI_00010,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
GARNITURA 3/4 inch-Tesnit BA U_3mm_D24xD16x3_( EVI_00010 ) ,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,GARNITURA 3/4 inch-Tesnit BA U_3mm,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
GARNITURA 3/8 inch _D19xD15x3_CHHC-70-10R-30R,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,GARNITURA 3/8 inch,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"GARNITURA BA U_1-1/2""_Ø45x Ø33x 3mm",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00702,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"GARNITURA BA U_1-1/4""_Ø39x Ø25x 3mm",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00701,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"GARNITURA BA U_1/2""_Ø18.5x Ø10.5x 3mm",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00691,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"GARNITURA BA U_1""_Ø30x Ø20x 3mm",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00692,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"GARNITURA BA U_3/4""_Ø24x Ø16x 3mm",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00690,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"GARNITURA BA U_3/8""_Ø14x Ø8x 2mm",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00698,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
GARNITURA ETANSARE P 100M 100X09X5.5,,Materii prime generale ,1.0,0.0,True,True,m,m,,E_00266,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
GARNITURA PENTRU MANOMETRU._11x5x3,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,EVI_00173,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"GARNITURA Plane AF_1/2""_Ø10.5x Ø18.5x 2mm_mat AF 153",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_31256,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"GARNITURA Plane AF_1""_Ø21x Ø30x 2mm_mat AF 153",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_31258,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"GARNITURA Plane AF_3/4""_Ø16x Ø24x 2mm_mat AF 153",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_31257,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Garnitura pt. Manometru D11xD5x3-Tesnit BA U_3mm_( EVI_00173 ),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,Garnitura pt. Manometru D11xD5x3-Tesnit BA U_3mm,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
GASCKET AFM 34_1500x 1500x 2.0 MM.,,Materii prime generale ,1.0,0.0,True,True,kg,kg,,E_00625,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
GEANTA BUSINESS,,Obiecte de inventar,1.0,809.1,True,True,Units,Units,,OBI00079,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
HOTPOINT ENTM18210W,,Obiecte de inventar,1.0,1360.5,True,True,Units,Units,,OBI00080,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IMPRIMANTA HP 5035,,Obiecte de inventar,1.0,1481.51,True,True,Units,Units,,OBI00081,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
INCHIDERE MAGNET ALB,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_01208,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
INEL 15X 2,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00633,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
INEL CU PIULITA DE BLOCARE,,Obiecte de inventar,1.0,56.95,True,True,Units,Units,,OBI00082,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
INEL CU SURUB M12,,Obiecte de inventar,1.0,35.230000000000004,True,True,Units,Units,,OBI00083,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
INTRERUPATOR NEGRU,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_31220,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE AUTOADEZIVA ELASTOMER PT. CARCASA_Grosime=15mm_EPDM,,Materii prime generale ,1.0,0.0,True,True,mp,mp,,E_00548,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE CAPAC SUPERIOR PROIECT CTP 2019_420x193x5mm,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00709,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE ELASTOMER PTR.TEVI _L=2 M_D 18x 9 MM_E,,Materii prime generale ,1.0,0.0,True,True,m,m,,E_01121,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE ELASTOMER PTR.TEVI_L=2 M_D 28x 9 MM_E,,Materii prime generale ,1.0,0.0,True,True,m,m,,E_01122,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE ELASTOMER PT TEVI INSTALATII INCALZIRE/SANITARE L=2M D.15x6mm,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200328,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE ELASTOMER PT.TEVI INSTALATII INCALZIRE/ SANITARE_L=2 M_D 15x6mm-D1_68T0615,,Materii prime generale ,1.0,0.0,True,True,m,m,,E_00726,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE ELASTOMER PT TEVI INSTALATII INCALZIRE/SANITARE L=2M D.18x13mm,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200329,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE ELASTOMER PT TEVI INSTALATII INCALZIRE/SANITARE L=2M D.22x13mm,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200330,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE ELASTOMER PT TEVI INSTALATII INCALZIRE/SANITARE L=2M D.28x13mm,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200331,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE ELASTOMER PT. TEVI INSTALATII INCALZIRE/SANITARE L=2M D.35x13 mm_68T 1335,,Materii prime generale ,1.0,0.0,True,True,m,m,,E_00349,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE ELASTOMER PT TEVI L=2M D.18x13 mm_E,,Materii prime generale ,1.0,0.0,True,True,m,m,,E_01079,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE ELASTOMER PT TEVI L=2M D.22x13 mm_E,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200001,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE ELASTOMER PT TEVI L=2M D22x13 mm_E,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00750,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE ELASTOMER PT TEVI L=2M D22x9 mm_E,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00751,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE ELASTOMER PT TEVI L=2M D.28x13 mm_E,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_01080,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE ELASTOMER PT.TEVI_L=2 M_D42x13mm ,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00555,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE FASIE 445x 26x 3mm,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00368,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE FASIE 718x 26x 3mm,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00367,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE PANOU FRONTAL PROIECT CTP 2019_615x560x5mm ( 3 piese),,Materii prime – comp EVI,1.0,0.0,True,True,set,set,,E_00710,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE PANOU LATERAL PROIECT CTP 2019_598x212x5mm,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00708,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE PLACA EPDM 3mm_3x1000x2000,,Materii prime generale ,1.0,0.0,True,True,mp,mp,,E_01206,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE PLACA EPDM 5mm_5x1000x2000,,Materii prime generale ,1.0,0.0,True,True,mp,mp,,E_00188,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE PLACA TEAVA EVACUARE ( la Unitsata ) ,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00326,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Izolatie vas 580x580mm_Izolatie CHHC,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00773,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE VAS EXPANSIUNE 730x 230x 5mm (Vas=8 L +E_00191),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00365,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
IZOLATIE VAS SPC 650x250mm (Vas=5 L +E_00525),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00541,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
JACHETA PROTECTIE,,Obiecte de inventar,1.0,53.1,True,True,Units,Units,,OBI00084,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
JAWS KVT,,Obiecte de inventar,1.0,133.92000000000002,True,True,Units,Units,,OBI00085,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"KIT FURTUN UMPLERE FL12041510 (Furtun +2 robineti INTA 1/2"" (DCV0123; ISOBVFL))_FL12041510",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00112,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
KIT IZOLATIE SUPAPA DE PRESIUNE,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00192,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
KIT IZOLATIE VALVA SI ACTUATOR NORMAL,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00193,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
KIT IZOLATIE VAS EXPANSIUNE (diam. 160 mm =Vas exp. 5 litri Zilio) _2 Capace,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00525,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
KIT IZOLATIE VAS EXPANSIUNE ( diam. 190 mm =vas 8L ) _2 Capace,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00191,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
KIT JALUZEA,,Obiecte de inventar,1.0,221.01,True,True,Units,Units,,OBI00086,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"KIT_RMB-2555-28-00 ( KIT MANIFOLD 1-1/4 inch pt. FS300, FS400 )",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00159,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
LAMINATOR SI TRIMMER OLYMPIA,,Obiecte de inventar,1.0,142.86,True,True,Units,Units,,OBI00087,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
LAMPA GAZ PIEZO,,Obiecte de inventar,1.0,75.21000000000001,True,True,Units,Units,,OBI00088,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
LAPTOP ASUS I3 8 GB 256 SSD,,Obiecte de inventar,1.0,1749.99,True,True,Units,Units,,OBI00089,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
LAPTOP LENOVO 10.1 ATOM X5,,Obiecte de inventar,1.0,1793.92,True,True,Units,Units,,OBI00090,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Laterala 1 verticala spate 616x90mm_Izolatie CHHC,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00766,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Laterala 2 verticala spate 527x96mm_Izolatie CHHC,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00767,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Laterale Frontal inferior 508x363mm DUBLE_Izolatie CHHC,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00764,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
Laterale Frontal superior 630x383mm DUBLE_Izolatie CHHC,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_00762,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
LED ROSU 5 mm,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00151,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
LEGATURA CABLU_200/3.6 mm (COLIER FLEXIBIL),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00285,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
LOCTITE 243_E,,Materiale auxiliare,1.0,0.0,True,True,Units,Units,,E_06933,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
LOCTITE 406_E,,Materiale auxiliare,1.0,0.0,True,True,Units,Units,,E_00108,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
LOCTITE 577_ETANSAT FILETE (0.250 litru/Units.),,Materiale auxiliare,1.0,0.0,True,True,Units,Units,,E_20547,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
LOCTITE_8021 400ML-SPRAY SILICONIC 31471A,,Materiale auxiliare,1.0,0.0,True,True,Units,Units,,E_00111,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
LOCTITE DE ETANSAT FILETE_577,,Materiale auxiliare,1.0,0.0,True,True,Units,Units,,Mpr_01646,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MANDRIN M4X55,,Obiecte de inventar,1.0,71.5,True,True,Units,Units,,OBI00091,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MANDRIN M5X55,,Obiecte de inventar,1.0,71.5,True,True,Units,Units,,OBI00092,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MANDRIN M8X60,,Obiecte de inventar,1.0,71.5,True,True,Units,Units,,OBI00093,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"MANIFOLD 3/4"" CU 3CAI",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_200300,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"MANIFOLD 3/4"" CU 4CAI",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,E_200301,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MANOMETRU CU CAPILAR 0-4 BAR_035270,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00058,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MANOMETRU CU CAPILAR 0-4 BAR_D37(D43)_066226 ( +KIT-TP),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00270,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MANOMETRU PRESIUNE/TEMPERATURA CU FIR_030646,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00117,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MANUSI IGNIFUGE PIELE,,Obiecte de inventar,1.0,10.0,True,True,Units,Units,,OBI00094,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MANUSI PIELE DUBLA INTARITURA,,Obiecte de inventar,1.0,5.92,True,True,Units,Units,,OBI00095,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MARSIT 2 MM,,Materiale auxiliare,1.0,0.0,True,True,mp,mp,,E_00246,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MASA LEMN MASIV,,Obiecte de inventar,1.0,672.27,True,True,Units,Units,,OBI00096,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MASINA GAURIT 20 V,,Obiecte de inventar,1.0,142.02,True,True,Units,Units,,OBI00097,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MASINA GAURIT GRS 120 LI BOS,,Obiecte de inventar,1.0,368.07,True,True,Units,Units,,OBI00098,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MASINA GAURIT INSURUBAT,,Obiecte de inventar,1.0,536.12,True,True,Units,Units,,OBI00099,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MENGHINA DE BANC 10,,Obiecte de inventar,1.0,74.79,True,True,Units,Units,,OBI00100,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MENGHINA DE BANC 12,,Obiecte de inventar,1.0,83.19,True,True,Units,Units,,OBI00101,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MENGHINA DE BANC 60,,Obiecte de inventar,1.0,22.69,True,True,Units,Units,,OBI00102,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MENGHINA RAPIDA 150 MM,,Obiecte de inventar,1.0,25.13,True,True,Units,Units,,OBI00103,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MODBUS RS485 HEAT METER DN15 (remote head long wire),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00063,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MODBUS RS485 HEAT METER DN20 (remote head long wire) - Contor de caldura electronic/ultrasonic . Country of origin - CN (China),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00064,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MODBUS RS485 HEAT METER DN25 (remote head long wire),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00167,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MONITOR DELL LED GAMING 23.8 FULL HD GRI,,Obiecte de inventar,1.0,492.78000000000003,True,True,Units,Units,,OBI00104,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MONITOR FULL HD DELL,,Obiecte de inventar,1.0,635.64,True,True,Units,Units,,OBI00105,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MONITOR LED DELL 24 SE2417HGX,,Obiecte de inventar,1.0,453.77,True,True,Units,Units,,OBI00106,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MONITOR LED HP 27 ULTRA SLIM,,Obiecte de inventar,1.0,714.28,True,True,Units,Units,,OBI00107,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MONITOR LED PHILIPS 23.8,,Obiecte de inventar,1.0,415.91,True,True,Units,Units,,OBI00108,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MONITOR LED SAMSUNG 24 NEGRU,,Obiecte de inventar,1.0,503.36,True,True,Units,Units,,OBI00109,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MUFA CU 18_EVINOX (D18-D18),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,Mpr_00971,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MUFA CU 18_I-I LIPIRE,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200020,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"MUFA CU GARNITURA W/O-RING 3/4""M",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200304,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MUFA CUPRU FF PT IMBINARE PRIN SUDURA _D=18MM 46270007,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00327,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MUFA MAMA 3 PINI MX-5557-03R2210 MX5557_pe cablul Sika Flow,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00688,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MUFA MOLEX 2020_MLX 39-01-2020_400 GRAMME_E ( mufa tata; 2 gauri ),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,EVI_00102,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MUFA MOLEX 2021_MLX 39-01-2021_1200 GRAMME ( mufa mama cu 2 ) ,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,EVI_00174,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MUFA MOLEX 2040_MLX 39-01-2040_280 GRAMME_E ( mufa tata; 4 gauri ) ,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,EVI_00104,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MUFA MOLEX 2041_MLX 39-01-2041_1200 GRAMME ( mufa mama cu 4 ) ,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,EVI_00175,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MUFA MOLEX 2060_MLX 39-01-2060_1000 GRAMME_E ( mufa tata; 6 gauri ),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,EVI_00105,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MUFA MOLEX 2080_MLX 39-01-2080_280 GRAMME_E ( mufa tata; 8 gauri ),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,EVI_00106,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MUFA MOLEX 2100_MLX 39-01-2100_280 GRAMME_E ( mufa ; 10 gauri ),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,EVI_00107,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MUFA REDUSA CU_D18x D15 I-I lipire ( Reductie F-F ),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200007,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MUFA REDUSA CU_D22x D18 I-I lipire ( Reductie F-F ),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00259,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MUFA REDUSA CU_D22x D22 I-I lipire ( Reductie F-F )_Lipsa cod furnizor,,Add,1.0,0.0,True,True,Units,Units,,E_00786,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MUFA REDUSA CU_D28x D22 I-E lipire (Reductie F-M ),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200008,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MUFA REDUSA CU D28x D22 I-I lipire ( Reductie F-F ),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200009,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MUFA REDUSA G1/4 INCH_ALAMA ( Manometru ) ,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00295,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
MULTIFUNCTIONAL HP LASERJET MFP 130FN,,Obiecte de inventar,1.0,701.84,True,True,Units,Units,,OBI00110,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
NIPLU ALAMA 1/2,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200179,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
NIPLU BRONZ 1,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200232,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
NIPLU BRONZ 1/2,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200233,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
NIPLU BRONZ 1-3/4,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200230,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
NIPLU BRONZ 3/4,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200231,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
NIPLU BRONZ 3/4-1/2,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200229,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"NIPLU din ALAMA 1""_10270070",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200016,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"NIPLU din ALAMA 3/4""_10270009",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200015,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"NIPLU din ALAMA GALBENA FE-FE 1/2""-D1_40FG0061_(Niplu Drept D G1/2"" xG1/2"")",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00736,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
NIPLU DREPT G1/2 INCHx15 CU OLANDEZA SI INEL_DRAIN ADAPTOR 850015015,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00013,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
NIPLU DUBLU G 1-1/2 inch-1-1/2 inch ,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00320,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
NIPLU DUBLU G 1-1 INCH TP ART 972_972025025,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00011,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"NIPLU DUBLU G1/2"" xG1/2"" x15",,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00397,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
NIPLU DUBLU G3/4-3/4 INCH TP_972020020,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00012,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
NIPLU G1/2 inch-UnitsSA S1_Hex.22 x17.5 ( Heat Meter ),,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_00670,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
NIPLU G1 inch-FI 28_ALAMA ( NINGBO ; inlocuieste FS300L/40-10-03 ),,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00298,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
NIPLU G3/4_N18/L24_778020018,,Materii prime – comp EVI,1.0,0.0,True,True,Units,Units,,EVI_00015,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
NIPLU RED ALAMA 3/4-1/2,,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200218,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
"NIPLU REDUS ALAMA 1""x3/4""_10270011",,Materii prime generale ,1.0,0.0,True,True,Units,Units,,E_200019,TVA colectat 19% Bunuri,TVA deductibil 19% Bunuri,product
